"player1","player2","wins1","wins2"
"Felix Auger Aliassime","Denis Shapovalov","3","3"
"Felix Auger Aliassime","Roberto Bautista Agut","3","2"
"Felix Auger Aliassime","Pablo Carreno Busta","1","0"
"Felix Auger Aliassime","Daniil Medvedev","0","4"
"Felix Auger Aliassime","Casper Ruud","1","3"
"Felix Auger Aliassime","Filip Krajinovic","3","2"
"Felix Auger Aliassime","Cristian Garin","2","2"
"Felix Auger Aliassime","Jannik Sinner","2","0"
"Felix Auger Aliassime","Ugo Humbert","1","2"
"Felix Auger Aliassime","Roman Safiullin","1","0"
"Felix Auger Aliassime","Matteo Berrettini","1","4"
"Felix Auger Aliassime","Alex De Minaur","2","0"
"Felix Auger Aliassime","Alexander Zverev","2","5"
"Felix Auger Aliassime","Daniel Evans","2","1"
"Felix Auger Aliassime","Jan Lennard Struff","1","1"
"Felix Auger Aliassime","Taylor Fritz","0","2"
"Felix Auger Aliassime","John Isner","0","2"
"Felix Auger Aliassime","Hubert Hurkacz","2","1"
"Felix Auger Aliassime","Diego Schwartzman","1","2"
"Felix Auger Aliassime","Federico Delbonis","0","1"
"Felix Auger Aliassime","Stefanos Tsitsipas","3","5"
"Felix Auger Aliassime","Gael Monfils","0","1"
"Felix Auger Aliassime","Karen Khachanov","2","1"
"Felix Auger Aliassime","Marin Cilic","1","3"
"Felix Auger Aliassime","Mikael Ymer","2","0"
"Felix Auger Aliassime","Laslo Djere","0","2"
"Felix Auger Aliassime","Egor Gerasimov","4","0"
"Felix Auger Aliassime","Soon Woo Kwon","0","1"
"Felix Auger Aliassime","Corentin Moutet","3","0"
"Felix Auger Aliassime","Thiago Monteiro","2","0"
"Felix Auger Aliassime","Gianluca Mager","1","0"
"Felix Auger Aliassime","Steve Johnson","2","0"
"Felix Auger Aliassime","Rafael Nadal","1","2"
"Felix Auger Aliassime","Maxime Cressy","0","1"
"Felix Auger Aliassime","Emil Ruusuvuori","1","0"
"Felix Auger Aliassime","Grigor Dimitrov","2","0"
"Felix Auger Aliassime","Tallon Griekspoor","1","0"
"Felix Auger Aliassime","Alex Molcan","0","1"
"Felix Auger Aliassime","Botic Van De Zandschulp","1","1"
"Felix Auger Aliassime","Jaume Munar","1","0"
"Felix Auger Aliassime","Ricardas Berankis","1","0"
"Felix Auger Aliassime","Mackenzie Mcdonald","1","0"
"Felix Auger Aliassime","Henri Laaksonen","1","0"
"Felix Auger Aliassime","Marton Fucsovics","2","1"
"Felix Auger Aliassime","Aslan Karatsev","0","1"
"Felix Auger Aliassime","Andy Murray","2","0"
"Felix Auger Aliassime","Reilly Opelka","1","0"
"Felix Auger Aliassime","Lorenzo Sonego","1","0"
"Felix Auger Aliassime","Brandon Nakashima","1","0"
"Felix Auger Aliassime","Miomir Kecmanovic","2","2"
"Felix Auger Aliassime","Dusan Lajovic","0","2"
"Felix Auger Aliassime","Fabio Fognini","1","0"
"Felix Auger Aliassime","Oscar Otte","2","0"
"Felix Auger Aliassime","Alexander Bublik","2","1"
"Felix Auger Aliassime","Sebastian Korda","2","1"
"Felix Auger Aliassime","Carlos Alcaraz","3","0"
"Felix Auger Aliassime","John Millman","1","1"
"Felix Auger Aliassime","Radu Albot","1","0"
"Felix Auger Aliassime","Dominik Koepfer","0","1"
"Felix Auger Aliassime","Frances Tiafoe","3","0"
"Felix Auger Aliassime","Benoit Paire","0","1"
"Felix Auger Aliassime","Andrey Rublev","1","3"
"Felix Auger Aliassime","Norbert Gombos","1","0"
"Felix Auger Aliassime","Alejandro Davidovich Fokina","2","0"
"Felix Auger Aliassime","Richard Gasquet","1","0"
"Felix Auger Aliassime","Nick Kyrgios","2","0"
"Felix Auger Aliassime","Albert Ramos","2","1"
"Felix Auger Aliassime","Juan Ignacio Londero","1","0"
"Felix Auger Aliassime","Carlos Taberner","2","0"
"Felix Auger Aliassime","Juan Pablo Varillas","1","0"
"Felix Auger Aliassime","Damir Dzumhur","1","0"
"Felix Auger Aliassime","Jo-Wilfried Tsonga","1","0"
"Felix Auger Aliassime","Pierre Hugues Herbert","2","1"
"Felix Auger Aliassime","Gilles Simon","3","0"
"Felix Auger Aliassime","Joao Sousa","0","1"
"Felix Auger Aliassime","Stefano Travaglia","1","0"
"Felix Auger Aliassime","Jiri Vesely","1","0"
"Felix Auger Aliassime","Lorenzo Musetti","3","2"
"Felix Auger Aliassime","Bernabe Zapata Miralles","1","0"
"Felix Auger Aliassime","Cameron Norrie","5","1"
"Felix Auger Aliassime","Ilya Ivashka","1","0"
"Felix Auger Aliassime","Jenson Brooksby","0","1"
"Felix Auger Aliassime","Marcos Giron","3","0"
"Felix Auger Aliassime","Vasek Pospisil","3","1"
"Felix Auger Aliassime","Andreas Seppi","1","1"
"Felix Auger Aliassime","Yoshihito Nishioka","2","2"
"Felix Auger Aliassime","Cedrik Marcel Stebe","1","0"
"Felix Auger Aliassime","Nikoloz Basilashvili","3","0"
"Felix Auger Aliassime","Lucas Pouille","1","0"
"Felix Auger Aliassime","Holger Rune","1","1"
"Felix Auger Aliassime","J J Wolf","1","0"
"Felix Auger Aliassime","Novak Djokovic","1","1"
"Felix Auger Aliassime","Lloyd Harris","1","0"
"Felix Auger Aliassime","Sam Querrey","1","0"
"Felix Auger Aliassime","Jack Draper","0","1"
"Felix Auger Aliassime","Borna Coric","1","2"
"Felix Auger Aliassime","Pablo Cuevas","2","0"
"Felix Auger Aliassime","Malek Jaziri","1","0"
"Felix Auger Aliassime","Aljaz Bedene","1","0"
"Felix Auger Aliassime","Jason Kubler","0","1"
"Felix Auger Aliassime","Dominic Thiem","0","1"
"Felix Auger Aliassime","Marc Andrea Huesler","1","0"
"Felix Auger Aliassime","James Duckworth","2","0"
"Max Purcell","Felix Auger Aliassime","1","0"
"Felix Auger Aliassime","Kyle Edmund","0","1"
"Felix Auger Aliassime","Kei Nishikori","0","2"
"Felix Auger Aliassime","Feliciano Lopez","0","1"
"Felix Auger Aliassime","Yuichi Sugita","1","0"
"Felix Auger Aliassime","Tennys Sandgren","1","1"
"Felix Auger Aliassime","Ivo Karlovic","0","1"
"Felix Auger Aliassime","Milos Raonic","2","1"
"Felix Auger Aliassime","Salvatore Caruso","0","1"
"Felix Auger Aliassime","Andrej Martin","1","0"
"Felix Auger Aliassime","Roger Federer","1","0"
"Felix Auger Aliassime","Alex Bolt","2","0"
"Felix Auger Aliassime","Bernard Tomic","0","1"
"Felix Auger Aliassime","Evgeny Donskoy","1","0"
"Felix Auger Aliassime","Ernests Gulbis","1","1"
"Felix Auger Aliassime","Mischa Zverev","0","1"
"Felix Auger Aliassime","Guido Andreozzi","1","0"
"Felix Auger Aliassime","Martin Klizan","0","1"
"Felix Auger Aliassime","Thomas Fabbiano","0","1"
"Felix Auger Aliassime","Hyeon Chung","1","0"
"Dustin Brown","Felix Auger Aliassime","0","1"
"Denis Shapovalov","Roberto Bautista Agut","1","0"
"Denis Shapovalov","Pablo Carreno Busta","2","5"
"Denis Shapovalov","Daniil Medvedev","2","4"
"Denis Shapovalov","Casper Ruud","0","2"
"Denis Shapovalov","Filip Krajinovic","1","0"
"Denis Shapovalov","Cristian Garin","1","1"
"Denis Shapovalov","Jannik Sinner","1","0"
"Denis Shapovalov","Ugo Humbert","3","1"
"Denis Shapovalov","Roman Safiullin","1","0"
"Denis Shapovalov","Matteo Berrettini","2","0"
"Denis Shapovalov","Alex De Minaur","0","4"
"Denis Shapovalov","Arthur Rinderknech","2","1"
"Denis Shapovalov","Alexander Zverev","3","4"
"Denis Shapovalov","Daniel Evans","2","2"
"Denis Shapovalov","Jan Lennard Struff","3","6"
"Denis Shapovalov","Taylor Fritz","5","2"
"Denis Shapovalov","Hubert Hurkacz","1","3"
"Denis Shapovalov","Kamil Majchrzak","1","0"
"Denis Shapovalov","Diego Schwartzman","0","1"
"Denis Shapovalov","Federico Delbonis","1","0"
"Denis Shapovalov","Stefanos Tsitsipas","3","1"
"Denis Shapovalov","Gael Monfils","1","1"
"Denis Shapovalov","Karen Khachanov","2","0"
"Denis Shapovalov","Thanasi Kokkinakis","1","0"
"Denis Shapovalov","Marin Cilic","3","2"
"Denis Shapovalov","Tommy Paul","1","2"
"Denis Shapovalov","Laslo Djere","2","0"
"Denis Shapovalov","Egor Gerasimov","1","0"
"Denis Shapovalov","Taro Daniel","2","0"
"Denis Shapovalov","Soon Woo Kwon","2","0"
"Denis Shapovalov","Corentin Moutet","0","1"
"Denis Shapovalov","Steve Johnson","2","0"
"Denis Shapovalov","Rafael Nadal","3","4"
"Denis Shapovalov","Grigor Dimitrov","2","2"
"Denis Shapovalov","Alex Molcan","1","0"
"Denis Shapovalov","Jaume Munar","1","0"
"Denis Shapovalov","Ricardas Berankis","3","1"
"Denis Shapovalov","Alexei Popyrin","1","0"
"Denis Shapovalov","Henri Laaksonen","1","0"
"Denis Shapovalov","Marton Fucsovics","1","1"
"Denis Shapovalov","Benjamin Bonzi","0","1"
"Denis Shapovalov","Aslan Karatsev","0","1"
"Denis Shapovalov","Andy Murray","1","1"
"Denis Shapovalov","Reilly Opelka","1","1"
"Denis Shapovalov","Lorenzo Sonego","1","1"
"Denis Shapovalov","Brandon Nakashima","0","1"
"Denis Shapovalov","David Goffin","1","1"
"Denis Shapovalov","Miomir Kecmanovic","2","0"
"Denis Shapovalov","Pedro Martinez","1","0"
"Denis Shapovalov","Dusan Lajovic","1","0"
"Denis Shapovalov","Fabio Fognini","2","0"
"Denis Shapovalov","Oscar Otte","0","1"
"Denis Shapovalov","Alexander Bublik","0","2"
"Denis Shapovalov","Sebastian Korda","1","0"
"Denis Shapovalov","John Millman","1","0"
"Denis Shapovalov","Radu Albot","1","1"
"Denis Shapovalov","Adrian Mannarino","1","1"
"Denis Shapovalov","Pablo Andujar","3","0"
"Denis Shapovalov","Philipp Kohlschreiber","1","0"
"Denis Shapovalov","Frances Tiafoe","4","2"
"Denis Shapovalov","Benoit Paire","1","3"
"Denis Shapovalov","Andrey Rublev","2","3"
"Denis Shapovalov","Alejandro Davidovich Fokina","1","0"
"Denis Shapovalov","Richard Gasquet","0","1"
"Denis Shapovalov","Nick Kyrgios","1","0"
"Denis Shapovalov","Roberto Carballes Baena","2","1"
"Denis Shapovalov","Damir Dzumhur","1","0"
"Denis Shapovalov","Jo-Wilfried Tsonga","1","1"
"Denis Shapovalov","Pierre Hugues Herbert","1","1"
"Denis Shapovalov","Gilles Simon","2","1"
"Denis Shapovalov","Joao Sousa","1","1"
"Denis Shapovalov","Stefano Travaglia","1","0"
"Denis Shapovalov","Jiri Vesely","0","1"
"Denis Shapovalov","Yuki Bhambri","1","0"
"Denis Shapovalov","Francisco Cerundolo","1","0"
"Denis Shapovalov","Jiri Lehecka","0","1"
"Denis Shapovalov","Cameron Norrie","0","2"
"Denis Shapovalov","Ilya Ivashka","3","1"
"Denis Shapovalov","Jenson Brooksby","1","0"
"Denis Shapovalov","Vasek Pospisil","3","1"
"Denis Shapovalov","Andreas Seppi","1","0"
"Denis Shapovalov","Jurij Rodionov","1","1"
"Denis Shapovalov","Kevin Anderson","0","1"
"Denis Shapovalov","Yoshihito Nishioka","0","2"
"Denis Shapovalov","Cedrik Marcel Stebe","1","0"
"Denis Shapovalov","Nikoloz Basilashvili","1","2"
"Denis Shapovalov","Lucas Pouille","0","1"
"Denis Shapovalov","Holger Rune","0","1"
"Denis Shapovalov","J J Wolf","0","1"
"Denis Shapovalov","Novak Djokovic","0","7"
"Denis Shapovalov","Lloyd Harris","0","3"
"Denis Shapovalov","Sam Querrey","1","0"
"Denis Shapovalov","Mikhail Kukushkin","0","1"
"Denis Shapovalov","Borna Coric","2","2"
"Denis Shapovalov","Pablo Cuevas","1","1"
"Denis Shapovalov","Stan Wawrinka","2","1"
"Denis Shapovalov","Marco Cecchinato","1","0"
"Denis Shapovalov","Maximilian Marterer","0","1"
"Denis Shapovalov","Dominic Thiem","0","3"
"Denis Shapovalov","Marc Andrea Huesler","1","0"
"Denis Shapovalov","Kyle Edmund","4","2"
"Denis Shapovalov","Robin Haase","2","1"
"Denis Shapovalov","Ramkumar Ramanathan","1","0"
"Denis Shapovalov","Jeremy Chardy","4","0"
"Denis Shapovalov","Kei Nishikori","1","1"
"Denis Shapovalov","Guido Pella","1","0"
"Denis Shapovalov","Feliciano Lopez","2","0"
"Denis Shapovalov","Viktor Troicki","2","1"
"Denis Shapovalov","Yuichi Sugita","2","0"
"Denis Shapovalov","Tennys Sandgren","2","0"
"Denis Shapovalov","Ivo Karlovic","1","0"
"Denis Shapovalov","Ernesto Escobedo","0","1"
"Denis Shapovalov","Milos Raonic","1","1"
"Denis Shapovalov","Roger Federer","0","1"
"Denis Shapovalov","Lukas Lacko","0","1"
"Denis Shapovalov","Bernard Tomic","1","0"
"Denis Shapovalov","Prajnesh Gunneswaran","0","1"
"Denis Shapovalov","Ernests Gulbis","0","1"
"Denis Shapovalov","Mischa Zverev","0","1"
"Denis Shapovalov","Tomas Berdych","2","1"
"Denis Shapovalov","Martin Klizan","1","1"
"Denis Shapovalov","Hyeon Chung","1","1"
"Denis Shapovalov","Marcel Granollers","1","0"
"Denis Shapovalov","Juan Martin del Potro","1","2"
"Denis Shapovalov","Jared Donaldson","2","0"
"Bradley Klahn","Denis Shapovalov","0","1"
"Denis Shapovalov","Gilles Muller","0","1"
"Denis Shapovalov","Julien Benneteau","0","2"
"Denis Shapovalov","Franko Skugor","1","0"
"Denis Shapovalov","Rogerio Dutra Silva","2","0"
"Peter Polansky","Denis Shapovalov","0","1"
"Roberto Bautista Agut","Pablo Carreno Busta","1","4"
"Roberto Bautista Agut","Daniil Medvedev","4","2"
"Roberto Bautista Agut","Casper Ruud","2","1"
"Roberto Bautista Agut","Filip Krajinovic","1","0"
"Roberto Bautista Agut","Cristian Garin","2","0"
"Roberto Bautista Agut","Jannik Sinner","0","3"
"Roberto Bautista Agut","Ugo Humbert","1","0"
"Roberto Bautista Agut","Matteo Berrettini","1","4"
"Roberto Bautista Agut","Alex De Minaur","1","2"
"Roberto Bautista Agut","Arthur Rinderknech","1","1"
"Roberto Bautista Agut","Alexander Zverev","0","4"
"Roberto Bautista Agut","Daniel Evans","0","1"
"Roberto Bautista Agut","Jan Lennard Struff","4","1"
"Roberto Bautista Agut","Taylor Fritz","5","2"
"Roberto Bautista Agut","John Isner","2","2"
"Roberto Bautista Agut","Hubert Hurkacz","3","0"
"Roberto Bautista Agut","Kamil Majchrzak","1","0"
"Roberto Bautista Agut","Diego Schwartzman","2","1"
"Roberto Bautista Agut","Federico Delbonis","1","0"
"Roberto Bautista Agut","Stefanos Tsitsipas","0","3"
"Roberto Bautista Agut","Gael Monfils","1","1"
"Roberto Bautista Agut","Karen Khachanov","6","2"
"Roberto Bautista Agut","Marin Cilic","2","4"
"Roberto Bautista Agut","Tommy Paul","3","1"
"Roberto Bautista Agut","Laslo Djere","2","0"
"Roberto Bautista Agut","Taro Daniel","2","0"
"Roberto Bautista Agut","Corentin Moutet","1","0"
"Roberto Bautista Agut","Steve Johnson","3","0"
"Roberto Bautista Agut","Rafael Nadal","0","2"
"Roberto Bautista Agut","Emil Ruusuvuori","1","0"
"Roberto Bautista Agut","Grigor Dimitrov","0","3"
"Roberto Bautista Agut","Tallon Griekspoor","1","0"
"Roberto Bautista Agut","Jaume Munar","2","0"
"Roberto Bautista Agut","Ricardas Berankis","1","0"
"Roberto Bautista Agut","Jordan Thompson","1","0"
"Roberto Bautista Agut","Mackenzie Mcdonald","2","1"
"Roberto Bautista Agut","Henri Laaksonen","0","1"
"Roberto Bautista Agut","Marton Fucsovics","2","2"
"Roberto Bautista Agut","Andy Murray","3","1"
"Roberto Bautista Agut","Reilly Opelka","2","2"
"Roberto Bautista Agut","David Goffin","0","4"
"Roberto Bautista Agut","Miomir Kecmanovic","4","0"
"Roberto Bautista Agut","Pedro Martinez","0","1"
"Roberto Bautista Agut","Dusan Lajovic","5","0"
"Roberto Bautista Agut","Fabio Fognini","1","3"
"Roberto Bautista Agut","Alexander Bublik","1","2"
"Roberto Bautista Agut","Sebastian Korda","0","2"
"Roberto Bautista Agut","Carlos Alcaraz","0","1"
"Roberto Bautista Agut","John Millman","6","0"
"Roberto Bautista Agut","Radu Albot","0","1"
"Roberto Bautista Agut","Dominik Koepfer","2","0"
"Roberto Bautista Agut","Adrian Mannarino","2","0"
"Roberto Bautista Agut","Yannick Hanfmann","1","0"
"Roberto Bautista Agut","Pablo Andujar","3","0"
"Roberto Bautista Agut","Philipp Kohlschreiber","1","2"
"Roberto Bautista Agut","Frances Tiafoe","1","0"
"Roberto Bautista Agut","Benoit Paire","2","0"
"Roberto Bautista Agut","Andrey Rublev","2","4"
"Roberto Bautista Agut","Alejandro Davidovich Fokina","1","1"
"Roberto Bautista Agut","Richard Gasquet","5","1"
"Roberto Bautista Agut","Nick Kyrgios","3","0"
"Roberto Bautista Agut","Albert Ramos","2","1"
"Roberto Bautista Agut","Daniel Elahi Galan","0","1"
"Roberto Bautista Agut","Juan Pablo Varillas","0","1"
"Roberto Bautista Agut","Damir Dzumhur","1","0"
"Roberto Bautista Agut","Jo-Wilfried Tsonga","3","0"
"Roberto Bautista Agut","Pierre Hugues Herbert","1","0"
"Roberto Bautista Agut","Gilles Simon","2","2"
"Roberto Bautista Agut","Joao Sousa","3","1"
"Roberto Bautista Agut","Stefano Travaglia","2","0"
"Roberto Bautista Agut","Jiri Vesely","4","1"
"Roberto Bautista Agut","Fernando Verdasco","0","2"
"Roberto Bautista Agut","Francisco Cerundolo","1","0"
"Roberto Bautista Agut","Jiri Lehecka","1","0"
"Roberto Bautista Agut","Cameron Norrie","0","2"
"Roberto Bautista Agut","Jenson Brooksby","2","1"
"Roberto Bautista Agut","Marcos Giron","2","0"
"Roberto Bautista Agut","Vasek Pospisil","1","1"
"Roberto Bautista Agut","Jack Sock","1","0"
"Roberto Bautista Agut","Andreas Seppi","3","0"
"Roberto Bautista Agut","Jurij Rodionov","1","0"
"Roberto Bautista Agut","Yoshihito Nishioka","1","1"
"Roberto Bautista Agut","Cedrik Marcel Stebe","1","0"
"Roberto Bautista Agut","Denis Istomin","2","0"
"Roberto Bautista Agut","Nikoloz Basilashvili","3","2"
"Roberto Bautista Agut","Lucas Pouille","1","2"
"Roberto Bautista Agut","Holger Rune","0","1"
"Roberto Bautista Agut","Peter Gojowczyk","4","0"
"Roberto Bautista Agut","J J Wolf","1","1"
"Roberto Bautista Agut","Novak Djokovic","3","6"
"Roberto Bautista Agut","Lloyd Harris","1","0"
"Roberto Bautista Agut","Sam Querrey","2","2"
"Roberto Bautista Agut","Mikhail Kukushkin","4","1"
"Roberto Bautista Agut","Borna Coric","2","5"
"Roberto Bautista Agut","Michael Mmoh","1","1"
"Roberto Bautista Agut","Malek Jaziri","1","0"
"Roberto Bautista Agut","Aljaz Bedene","3","0"
"Roberto Bautista Agut","Stan Wawrinka","2","1"
"Roberto Bautista Agut","Marco Cecchinato","2","0"
"Roberto Bautista Agut","Gregoire Barrere","1","0"
"Roberto Bautista Agut","Jason Kubler","0","1"
"Roberto Bautista Agut","Dominic Thiem","1","2"
"Roberto Bautista Agut","James Duckworth","0","1"
"Roberto Bautista Agut","Kyle Edmund","0","1"
"Roberto Bautista Agut","Robin Haase","2","0"
"Roberto Bautista Agut","Ramkumar Ramanathan","1","0"
"Roberto Bautista Agut","Jeremy Chardy","2","1"
"Roberto Bautista Agut","Kei Nishikori","1","1"
"Roberto Bautista Agut","Guido Pella","4","0"
"Roberto Bautista Agut","Feliciano Lopez","3","1"
"Roberto Bautista Agut","Viktor Troicki","4","0"
"Roberto Bautista Agut","Tennys Sandgren","1","0"
"Roberto Bautista Agut","Ivo Karlovic","1","1"
"Roberto Bautista Agut","Yen Hsun Lu","1","0"
"Roberto Bautista Agut","Milos Raonic","0","2"
"Roberto Bautista Agut","Roger Federer","0","5"
"Roberto Bautista Agut","Matthew Ebden","2","0"
"Roberto Bautista Agut","Bernard Tomic","2","1"
"Roberto Bautista Agut","Nicolas Mahut","0","1"
"Roberto Bautista Agut","Marius Copil","3","0"
"Roberto Bautista Agut","Steve Darcis","1","0"
"Roberto Bautista Agut","Attila Balazs","2","0"
"Roberto Bautista Agut","Paolo Lorenzi","2","0"
"Roberto Bautista Agut","Ryan Harrison","2","0"
"Roberto Bautista Agut","Andrey Kuznetsov","1","0"
"Roberto Bautista Agut","Tomas Berdych","1","1"
"Roberto Bautista Agut","Guillermo Garcia Lopez","2","0"
"Roberto Bautista Agut","Simone Bolelli","1","0"
"Roberto Bautista Agut","David Ferrer","1","1"
"Roberto Bautista Agut","Martin Klizan","1","1"
"Roberto Bautista Agut","Hyeon Chung","1","1"
"Roberto Bautista Agut","Marcos Baghdatis","2","1"
"Roberto Bautista Agut","Juan Martin del Potro","1","3"
"Roberto Bautista Agut","Jared Donaldson","2","1"
"Roberto Bautista Agut","Janko Tipsarevic","1","0"
"Roberto Bautista Agut","Santiago Giraldo","2","0"
"Roberto Bautista Agut","Dustin Brown","2","0"
"Roberto Bautista Agut","Tim Smyczek","1","0"
"Roberto Bautista Agut","Alexandr Dolgopolov","1","0"
"Roberto Bautista Agut","Gilles Muller","3","0"
"Roberto Bautista Agut","Julien Benneteau","0","1"
"Roberto Bautista Agut","Mikhail Youzhny","3","0"
"Roberto Bautista Agut","Franko Skugor","1","0"
"Roberto Bautista Agut","Donald Young","2","0"
"Carlos Berlocq","Roberto Bautista Agut","0","1"
"Roberto Bautista Agut","Rogerio Dutra Silva","2","0"
"Roberto Bautista Agut","Florian Mayer","1","0"
"Roberto Bautista Agut","Paul Henri Mathieu","1","0"
"Pablo Carreno Busta","Daniil Medvedev","2","5"
"Pablo Carreno Busta","Casper Ruud","2","2"
"Pablo Carreno Busta","Filip Krajinovic","2","1"
"Pablo Carreno Busta","Cristian Garin","2","0"
"Pablo Carreno Busta","Alejandro Tabilo","1","0"
"Pablo Carreno Busta","Jannik Sinner","2","1"
"Pablo Carreno Busta","Ugo Humbert","0","1"
"Pablo Carreno Busta","Matteo Berrettini","1","1"
"Pablo Carreno Busta","Alex De Minaur","2","0"
"Pablo Carreno Busta","Arthur Rinderknech","0","1"
"Pablo Carreno Busta","Alexander Zverev","0","3"
"Pablo Carreno Busta","Daniel Evans","1","0"
"Pablo Carreno Busta","Jan Lennard Struff","3","1"
"Pablo Carreno Busta","John Isner","1","0"
"Pablo Carreno Busta","Hubert Hurkacz","2","1"
"Pablo Carreno Busta","Diego Schwartzman","4","1"
"Pablo Carreno Busta","Federico Delbonis","4","3"
"Pablo Carreno Busta","Stefanos Tsitsipas","0","3"
"Pablo Carreno Busta","Gael Monfils","2","2"
"Pablo Carreno Busta","Karen Khachanov","3","6"
"Pablo Carreno Busta","Marin Cilic","1","5"
"Pablo Carreno Busta","Tommy Paul","0","1"
"Pablo Carreno Busta","Mikael Ymer","1","0"
"Pablo Carreno Busta","Laslo Djere","1","0"
"Pablo Carreno Busta","Taro Daniel","2","0"
"Pablo Carreno Busta","Soon Woo Kwon","2","0"
"Pablo Carreno Busta","Thiago Monteiro","2","0"
"Pablo Carreno Busta","Gianluca Mager","1","0"
"Pablo Carreno Busta","Steve Johnson","3","1"
"Pablo Carreno Busta","Rafael Nadal","0","7"
"Pablo Carreno Busta","Maxime Cressy","0","1"
"Pablo Carreno Busta","Grigor Dimitrov","3","2"
"Pablo Carreno Busta","Tallon Griekspoor","1","0"
"Pablo Carreno Busta","Alex Molcan","0","1"
"Pablo Carreno Busta","Botic Van De Zandschulp","0","1"
"Pablo Carreno Busta","Jaume Munar","1","1"
"Pablo Carreno Busta","Ricardas Berankis","2","0"
"Pablo Carreno Busta","Alexei Popyrin","0","1"
"Pablo Carreno Busta","Jordan Thompson","2","0"
"Pablo Carreno Busta","Marton Fucsovics","0","1"
"Pablo Carreno Busta","Reilly Opelka","0","1"
"Pablo Carreno Busta","Lorenzo Sonego","2","1"
"Pablo Carreno Busta","David Goffin","2","2"
"Pablo Carreno Busta","Miomir Kecmanovic","0","2"
"Pablo Carreno Busta","Sebastian Baez","2","0"
"Pablo Carreno Busta","Dusan Lajovic","3","1"
"Pablo Carreno Busta","Fabio Fognini","7","2"
"Pablo Carreno Busta","Oscar Otte","1","0"
"Pablo Carreno Busta","Alexander Bublik","4","0"
"Pablo Carreno Busta","Sebastian Korda","2","0"
"Pablo Carreno Busta","Carlos Alcaraz","0","2"
"Pablo Carreno Busta","John Millman","4","1"
"Pablo Carreno Busta","Radu Albot","1","1"
"Pablo Carreno Busta","Dominik Koepfer","3","0"
"Pablo Carreno Busta","Adrian Mannarino","2","0"
"Pablo Carreno Busta","Yannick Hanfmann","1","0"
"Pablo Carreno Busta","Philipp Kohlschreiber","0","1"
"Pablo Carreno Busta","Frances Tiafoe","0","1"
"Pablo Carreno Busta","Benoit Paire","4","6"
"Pablo Carreno Busta","Andrey Rublev","0","1"
"Pablo Carreno Busta","Norbert Gombos","2","1"
"Pablo Carreno Busta","Richard Gasquet","2","0"
"Pablo Carreno Busta","Nick Kyrgios","0","2"
"Pablo Carreno Busta","Albert Ramos","5","1"
"Pablo Carreno Busta","Carlos Taberner","1","0"
"Pablo Carreno Busta","Roberto Carballes Baena","1","0"
"Pablo Carreno Busta","Tomas Martin Etcheverry","1","0"
"Pablo Carreno Busta","Damir Dzumhur","1","0"
"Pablo Carreno Busta","Jo-Wilfried Tsonga","0","1"
"Pablo Carreno Busta","Gilles Simon","4","3"
"Pablo Carreno Busta","Joao Sousa","1","1"
"Pablo Carreno Busta","Stefano Travaglia","1","0"
"Pablo Carreno Busta","Daniel Altmaier","1","0"
"Pablo Carreno Busta","Jiri Vesely","2","0"
"Pablo Carreno Busta","Bernabe Zapata Miralles","2","0"
"Pablo Carreno Busta","Federico Coria","0","1"
"Pablo Carreno Busta","Fernando Verdasco","3","1"
"Pablo Carreno Busta","Francisco Cerundolo","0","1"
"Pablo Carreno Busta","Cameron Norrie","1","0"
"Pablo Carreno Busta","Ilya Ivashka","2","1"
"Pablo Carreno Busta","Marcos Giron","0","1"
"Pablo Carreno Busta","Andreas Seppi","2","0"
"Pablo Carreno Busta","Kevin Anderson","1","4"
"Pablo Carreno Busta","Yoshihito Nishioka","1","0"
"Pablo Carreno Busta","Denis Istomin","3","1"
"Pablo Carreno Busta","Mitchell Krueger","1","0"
"Pablo Carreno Busta","Nikoloz Basilashvili","0","2"
"Pablo Carreno Busta","Hugo Gaston","1","1"
"Pablo Carreno Busta","Holger Rune","3","0"
"Pablo Carreno Busta","Peter Gojowczyk","3","0"
"Pablo Carreno Busta","Novak Djokovic","2","3"
"Pablo Carreno Busta","Lloyd Harris","0","1"
"Pablo Carreno Busta","Sam Querrey","1","1"
"Pablo Carreno Busta","Mikhail Kukushkin","1","0"
"Pablo Carreno Busta","Jack Draper","1","0"
"Pablo Carreno Busta","Borna Coric","0","2"
"Pablo Carreno Busta","Pablo Cuevas","2","2"
"Pablo Carreno Busta","Malek Jaziri","1","0"
"Pablo Carreno Busta","Aljaz Bedene","2","3"
"Pablo Carreno Busta","Stan Wawrinka","1","2"
"Pablo Carreno Busta","Marco Cecchinato","1","1"
"Pablo Carreno Busta","Jason Kubler","1","0"
"Pablo Carreno Busta","Dominic Stricker","1","0"
"Pablo Carreno Busta","Dominic Thiem","1","6"
"Pablo Carreno Busta","Marc Andrea Huesler","0","1"
"Pablo Carreno Busta","Jozef Kovalik","2","0"
"Pablo Carreno Busta","Nicolas Jarry","1","0"
"Pablo Carreno Busta","Kyle Edmund","1","0"
"Pablo Carreno Busta","Robin Haase","1","0"
"Pablo Carreno Busta","Emilio Gomez","2","0"
"Pablo Carreno Busta","Viktor Durasovic","1","0"
"Pablo Carreno Busta","Jeremy Chardy","2","2"
"Pablo Carreno Busta","Kei Nishikori","1","2"
"Pablo Carreno Busta","Guido Pella","3","1"
