"player1","player2","wins1","wins2"
"Frances Tiafoe","Jan Lennard Struff","1","1"
"Frances Tiafoe","John Millman","1","3"
"Frances Tiafoe","Mikhail Kukushkin","2","0"
"Frances Tiafoe","Miomir Kecmanovic","2","0"
"Frances Tiafoe","Marcos Giron","0","1"
"Frances Tiafoe","Egor Gerasimov","1","0"
"Frances Tiafoe","Marin Cilic","0","2"
"Frances Tiafoe","Jeremy Chardy","1","1"
"Frances Tiafoe","Liam Broady","0","1"
"Frances Tiafoe","Nikoloz Basilashvili","1","0"
"Frances Tiafoe","Fabio Fognini","0","2"
"Frances Tiafoe","Ugo Humbert","2","1"
"Frances Tiafoe","Karen Khachanov","0","2"
"Frances Tiafoe","Diego Schwartzman","1","2"
"Frances Tiafoe","Hubert Hurkacz","2","2"
"Frances Tiafoe","Pablo Carreno Busta","1","0"
"Frances Tiafoe","Kei Nishikori","0","1"
"Frances Tiafoe","Alexander Zverev","1","6"
"Frances Tiafoe","Stefanos Tsitsipas","2","2"
"Frances Tiafoe","Daniil Medvedev","0","4"
"Frances Tiafoe","Novak Djokovic","0","1"
"Frances Tiafoe","Pablo Cuevas","0","1"
"Frances Tiafoe","Guido Pella","1","0"
"Frances Tiafoe","Mackenzie Mcdonald","1","1"
"Frances Tiafoe","Filip Krajinovic","1","1"
"Frances Tiafoe","Denis Shapovalov","2","4"
"Frances Tiafoe","Feliciano Lopez","0","1"
"Frances Tiafoe","Viktor Troicki","1","0"
"Frances Tiafoe","Alexander Bublik","1","0"
"Frances Tiafoe","Cameron Norrie","0","1"
"Frances Tiafoe","Alex De Minaur","0","2"
"Frances Tiafoe","Daniel Evans","3","2"
"Frances Tiafoe","Adrian Mannarino","1","1"
"Frances Tiafoe","Andy Murray","1","2"
"Frances Tiafoe","Matteo Berrettini","0","1"
"Frances Tiafoe","Benoit Paire","2","0"
"Frances Tiafoe","Mikael Ymer","1","2"
"Frances Tiafoe","Jordan Thompson","1","1"
"Frances Tiafoe","Peter Gojowczyk","1","0"
"Frances Tiafoe","Jenson Brooksby","0","1"
"Frances Tiafoe","Kevin Anderson","1","4"
"Frances Tiafoe","Tennys Sandgren","1","0"
"Frances Tiafoe","Jason Jung","0","1"
"Frances Tiafoe","Ivo Karlovic","1","0"
"Frances Tiafoe","Pedro Martinez","1","0"
"Frances Tiafoe","Marco Cecchinato","1","0"
"Frances Tiafoe","Elias Ymer","1","0"
"Frances Tiafoe","Sam Querrey","0","2"
"Frances Tiafoe","Felix Auger Aliassime","0","1"
"Frances Tiafoe","Marton Fucsovics","1","2"
"Frances Tiafoe","Grigor Dimitrov","1","2"
"Frances Tiafoe","Carlos Alcaraz","1","0"
"Frances Tiafoe","Jannik Sinner","1","2"
"Frances Tiafoe","Gael Monfils","1","1"
"Frances Tiafoe","Philipp Kohlschreiber","1","0"
"Frances Tiafoe","Vasek Pospisil","1","0"
"Frances Tiafoe","Sebastian Korda","2","0"
"Frances Tiafoe","Dusan Lajovic","3","1"
"Frances Tiafoe","Tommy Paul","1","1"
"Frances Tiafoe","Lorenzo Musetti","0","1"
"Frances Tiafoe","Taylor Fritz","1","2"
"Frances Tiafoe","Aljaz Bedene","1","0"
"Frances Tiafoe","David Goffin","1","3"
"Frances Tiafoe","Roberto Bautista Agut","0","1"
"Frances Tiafoe","Bjorn Fratangelo","1","0"
"Frances Tiafoe","Joao Sousa","1","2"
"Frances Tiafoe","Thanasi Kokkinakis","0","1"
"Frances Tiafoe","Ernesto Escobedo","0","1"
"Frances Tiafoe","Milos Raonic","1","0"
"Frances Tiafoe","Andrey Rublev","1","0"
"Frances Tiafoe","John Isner","0","2"
"Frances Tiafoe","Emilio Gomez","1","0"
"Frances Tiafoe","Christopher Eubanks","1","0"
"Frances Tiafoe","Yoshihito Nishioka","2","0"
"Frances Tiafoe","Brandon Nakashima","1","0"
"Frances Tiafoe","Borna Coric","0","1"
"Frances Tiafoe","Rafael Nadal","0","2"
"Frances Tiafoe","Stefano Travaglia","2","0"
"Frances Tiafoe","Andreas Seppi","2","0"
"Frances Tiafoe","Steve Johnson","0","2"
"Frances Tiafoe","Jaume Munar","0","3"
"Frances Tiafoe","Corentin Moutet","1","2"
"Frances Tiafoe","Richard Gasquet","0","1"
"Frances Tiafoe","Roger Federer","0","3"
"Frances Tiafoe","Matthew Ebden","1","2"
"Frances Tiafoe","Thiago Monteiro","1","0"
"Frances Tiafoe","Soon Woo Kwon","1","0"
"Frances Tiafoe","Facundo Bagnis","1","1"
"Frances Tiafoe","Stan Wawrinka","0","2"
"Frances Tiafoe","Bernard Tomic","0","1"
"Frances Tiafoe","Nicolas Mahut","1","1"
"Frances Tiafoe","Robin Haase","1","0"
"Frances Tiafoe","Nicolas Jarry","1","1"
"Frances Tiafoe","Fernando Verdasco","1","0"
"Frances Tiafoe","Prajnesh Gunneswaran","1","0"
"Frances Tiafoe","Marius Copil","1","0"
"Frances Tiafoe","Kyle Edmund","1","0"
"Frances Tiafoe","Paolo Lorenzi","0","1"
"Frances Tiafoe","Ryan Harrison","1","1"
"Frances Tiafoe","Maximilian Marterer","2","0"
"Frances Tiafoe","Tomas Berdych","1","0"
"Frances Tiafoe","Simone Bolelli","1","0"
"Frances Tiafoe","Leonardo Mayer","1","0"
"Frances Tiafoe","David Ferrer","1","0"
"Frances Tiafoe","Hyeon Chung","1","0"
"Frances Tiafoe","Marcos Baghdatis","0","1"
"Frances Tiafoe","Yannick Maden","1","0"
"Frances Tiafoe","Juan Martin del Potro","1","2"
"Frances Tiafoe","Jared Donaldson","1","0"
"Frances Tiafoe","Tim Smyczek","0","1"
"Frances Tiafoe","Gilles Muller","1","0"
"Frances Tiafoe","Julien Benneteau","1","0"
"Frances Tiafoe","Nicolas Kicker","1","0"
"Frances Tiafoe","Dudi Sela","1","0"
"Frances Tiafoe","Thomaz Bellucci","0","1"
"Frances Tiafoe","Donald Young","1","0"
"Frances Tiafoe","Florian Mayer","1","0"
"Konstantin Kravchuk","Frances Tiafoe","0","1"
"Jan Lennard Struff","John Millman","2","1"
"Jan Lennard Struff","Mikhail Kukushkin","1","1"
"Jan Lennard Struff","Dominik Koepfer","1","1"
"Jan Lennard Struff","Miomir Kecmanovic","2","0"
"Jan Lennard Struff","Marcos Giron","0","1"
"Jan Lennard Struff","Egor Gerasimov","1","0"
"Jan Lennard Struff","Daniel Elahi Galan","1","0"
"Jan Lennard Struff","James Duckworth","1","0"
"Jan Lennard Struff","Marin Cilic","2","1"
"Jan Lennard Struff","Jeremy Chardy","2","2"
"Jan Lennard Struff","Liam Broady","1","0"
"Jan Lennard Struff","Nikoloz Basilashvili","2","3"
"Jan Lennard Struff","Fabio Fognini","1","2"
"Jan Lennard Struff","Karen Khachanov","1","2"
"Jan Lennard Struff","Ilya Ivashka","2","1"
"Jan Lennard Struff","Diego Schwartzman","1","2"
"Jan Lennard Struff","Hubert Hurkacz","1","0"
"Jan Lennard Struff","Pablo Carreno Busta","1","3"
"Jan Lennard Struff","Kei Nishikori","0","1"
"Jan Lennard Struff","Alexander Zverev","1","4"
"Jan Lennard Struff","Stefanos Tsitsipas","2","3"
"Jan Lennard Struff","Daniil Medvedev","1","5"
"Jan Lennard Struff","Novak Djokovic","0","7"
"Jan Lennard Struff","Pablo Cuevas","2","0"
"Jan Lennard Struff","Federico Coria","0","1"
"Jan Lennard Struff","Ricardas Berankis","2","0"
"Jan Lennard Struff","Casper Ruud","2","0"
"Jan Lennard Struff","Norbert Gombos","1","0"
"Jan Lennard Struff","Filip Krajinovic","1","0"
"Jan Lennard Struff","Denis Shapovalov","5","2"
"Jan Lennard Struff","Feliciano Lopez","1","0"
"Jan Lennard Struff","Viktor Troicki","0","1"
"Jan Lennard Struff","Alexander Bublik","2","0"
"Jan Lennard Struff","Cameron Norrie","1","1"
"Jan Lennard Struff","Alex De Minaur","1","2"
"Jan Lennard Struff","Daniel Evans","0","2"
"Jan Lennard Struff","Adrian Mannarino","0","1"
"Jan Lennard Struff","Matteo Berrettini","0","2"
"Jan Lennard Struff","Laslo Djere","2","1"
"Jan Lennard Struff","Federico Delbonis","0","1"
"Jan Lennard Struff","Benoit Paire","1","0"
"Jan Lennard Struff","Tallon Griekspoor","0","1"
"Jan Lennard Struff","Dennis Novak","1","0"
"Jan Lennard Struff","Mikael Ymer","0","2"
"Jan Lennard Struff","Cristian Garin","0","1"
"Jan Lennard Struff","Yuichi Sugita","1","1"
"Jan Lennard Struff","Jordan Thompson","0","1"
"Jan Lennard Struff","Peter Gojowczyk","0","1"
"Jan Lennard Struff","Kevin Anderson","1","0"
"Jan Lennard Struff","Ivo Karlovic","2","0"
"Jan Lennard Struff","Pedro Martinez","1","0"
"Jan Lennard Struff","Marco Cecchinato","2","1"
"Jan Lennard Struff","Henri Laaksonen","1","0"
"Jan Lennard Struff","Gianluca Mager","1","0"
"Jan Lennard Struff","Daniel Altmaier","0","1"
"Jan Lennard Struff","Sam Querrey","0","1"
"Jan Lennard Struff","Lloyd Harris","0","1"
"Jan Lennard Struff","Felix Auger Aliassime","1","1"
"Jan Lennard Struff","Marton Fucsovics","0","1"
"Jan Lennard Struff","Grigor Dimitrov","2","2"
"Jan Lennard Struff","Carlos Alcaraz","1","0"
"Jan Lennard Struff","Gael Monfils","0","1"
"Jan Lennard Struff","Philipp Kohlschreiber","0","1"
"Jan Lennard Struff","Vasek Pospisil","1","1"
"Jan Lennard Struff","Lucas Pouille","1","3"
"Jan Lennard Struff","Dusan Lajovic","1","0"
"Jan Lennard Struff","Tommy Paul","0","2"
"Jan Lennard Struff","Alexei Popyrin","0","1"
"Jan Lennard Struff","Taylor Fritz","1","1"
"Jan Lennard Struff","Reilly Opelka","0","1"
"Jan Lennard Struff","Aljaz Bedene","2","0"
"Jan Lennard Struff","Gregoire Barrere","1","0"
"Jan Lennard Struff","David Goffin","2","3"
"Jan Lennard Struff","Roberto Bautista Agut","1","4"
"Jan Lennard Struff","Damir Dzumhur","0","2"
"Jan Lennard Struff","Joao Sousa","2","0"
"Jan Lennard Struff","Pierre Hugues Herbert","1","1"
"Jan Lennard Struff","Milos Raonic","2","2"
"Jan Lennard Struff","Andrey Rublev","2","2"
"Jan Lennard Struff","John Isner","0","3"
"Jan Lennard Struff","Albert Ramos","2","1"
"Jan Lennard Struff","Yoshihito Nishioka","1","1"
"Jan Lennard Struff","Salvatore Caruso","1","0"
"Jan Lennard Struff","Taro Daniel","1","1"
"Jan Lennard Struff","Borna Coric","3","2"
"Jan Lennard Struff","Rafael Nadal","0","1"
"Jan Lennard Struff","Stefano Travaglia","1","0"
"Jan Lennard Struff","Hugo Dellien","1","0"
"Jan Lennard Struff","Dominic Thiem","0","3"
"Jan Lennard Struff","Andreas Seppi","2","0"
"Jan Lennard Struff","Steve Johnson","0","1"
"Jan Lennard Struff","Gilles Simon","2","1"
"Jan Lennard Struff","Illya Marchenko","1","0"
"Jan Lennard Struff","Andrej Martin","1","0"
"Jan Lennard Struff","Radu Albot","2","0"
"Jan Lennard Struff","Richard Gasquet","0","2"
"Jan Lennard Struff","Roger Federer","0","4"
"Jan Lennard Struff","Jo-Wilfried Tsonga","2","2"
"Jan Lennard Struff","Matthew Ebden","0","1"
"Jan Lennard Struff","Thiago Monteiro","2","1"
"Jan Lennard Struff","Lukas Lacko","1","0"
"Jan Lennard Struff","Soon Woo Kwon","1","0"
"Jan Lennard Struff","Facundo Bagnis","1","0"
"Jan Lennard Struff","Kamil Majchrzak","1","0"
"Jan Lennard Struff","Nick Kyrgios","1","2"
"Jan Lennard Struff","Alex Bolt","0","1"
"Jan Lennard Struff","Stan Wawrinka","1","0"
"Jan Lennard Struff","Bernard Tomic","1","0"
"Jan Lennard Struff","Michael Mmoh","1","0"
"Jan Lennard Struff","Evgeny Donskoy","2","1"
"Jan Lennard Struff","Nicolas Mahut","1","0"
"Jan Lennard Struff","Pedro Sousa","0","1"
"Jan Lennard Struff","Cedrik Marcel Stebe","0","1"
"Jan Lennard Struff","Nicolas Jarry","0","1"
"Jan Lennard Struff","Ruben Bemelmans","0","1"
"Jan Lennard Struff","Marius Copil","2","1"
"Jan Lennard Struff","Kyle Edmund","0","1"
"Jan Lennard Struff","Paolo Lorenzi","0","1"
"Jan Lennard Struff","Andrey Kuznetsov","0","1"
"Jan Lennard Struff","Mischa Zverev","1","1"
"Jan Lennard Struff","Tomas Berdych","1","1"
"Jan Lennard Struff","Leonardo Mayer","1","1"
"Jan Lennard Struff","Thomas Fabbiano","1","0"
"Jan Lennard Struff","Marcos Baghdatis","1","0"
"Jan Lennard Struff","Yannick Maden","1","0"
"Jan Lennard Struff","Denis Istomin","0","1"
"Jan Lennard Struff","Juan Martin del Potro","0","2"
"Jan Lennard Struff","Santiago Giraldo","1","0"
"Jan Lennard Struff","Tim Smyczek","1","0"
"Jan Lennard Struff","Alexandr Dolgopolov","0","1"
"Jan Lennard Struff","Julien Benneteau","1","0"
"Jan Lennard Struff","Thomaz Bellucci","0","1"
"Jan Lennard Struff","Mikhail Youzhny","1","0"
"Jan Lennard Struff","Donald Young","0","1"
"Tommy Robredo","Jan Lennard Struff","0","1"
"Tommy Haas","Jan Lennard Struff","0","2"
"Sumit Nagal","Miomir Kecmanovic","0","1"
"Sumit Nagal","Marin Cilic","0","1"
"Sumit Nagal","Ilya Ivashka","0","1"
"Sumit Nagal","Daniil Medvedev","0","1"
"Sumit Nagal","Ricardas Berankis","0","2"
"Sumit Nagal","Viktor Troicki","0","1"
"Sumit Nagal","Laslo Djere","0","1"
"Sumit Nagal","Cristian Garin","1","0"
"Sumit Nagal","Jozef Kovalik","0","1"
"Sumit Nagal","Joao Sousa","1","0"
"Sumit Nagal","Pierre Hugues Herbert","0","1"
"Sumit Nagal","Albert Ramos","0","1"
"Sumit Nagal","Juan Pablo Varillas","0","1"
"Sumit Nagal","Dominic Thiem","0","1"
"Sumit Nagal","Richard Gasquet","0","1"
"Sumit Nagal","Roger Federer","0","1"
"Sumit Nagal","Denis Istomin","1","0"
"Bradley Klahn","Sumit Nagal","0","1"
"John Millman","Mikhail Kukushkin","1","0"
"John Millman","Miomir Kecmanovic","1","1"
"John Millman","Marcos Giron","0","1"
"John Millman","James Duckworth","0","1"
"John Millman","Marin Cilic","0","1"
"John Millman","Nikoloz Basilashvili","1","2"
"John Millman","Alejandro Davidovich Fokina","0","1"
"John Millman","Fabio Fognini","1","1"
"John Millman","Ugo Humbert","2","0"
"John Millman","Lorenzo Sonego","0","1"
"John Millman","Karen Khachanov","1","1"
"John Millman","Aslan Karatsev","1","0"
"John Millman","Diego Schwartzman","1","2"
"John Millman","Hubert Hurkacz","2","0"
"John Millman","Pablo Carreno Busta","1","4"
"John Millman","Kei Nishikori","0","2"
"John Millman","Alexander Zverev","0","2"
"John Millman","Stefanos Tsitsipas","0","1"
"John Millman","Novak Djokovic","0","3"
"John Millman","Pablo Cuevas","0","1"
"John Millman","Guido Pella","2","1"
"John Millman","Federico Coria","1","0"
"John Millman","Ricardas Berankis","2","0"
"John Millman","Casper Ruud","0","1"
"John Millman","Denis Shapovalov","0","1"
"John Millman","Feliciano Lopez","1","0"
"John Millman","Cameron Norrie","0","1"
"John Millman","Alex De Minaur","0","3"
"John Millman","Daniel Evans","0","1"
"John Millman","Adrian Mannarino","3","0"
"John Millman","Andy Murray","0","1"
"John Millman","Matteo Berrettini","0","1"
"John Millman","Arthur Rinderknech","0","1"
"John Millman","Laslo Djere","1","1"
"John Millman","Federico Delbonis","1","2"
"John Millman","Benoit Paire","1","2"
"John Millman","Mikael Ymer","1","0"
"John Millman","Cristian Garin","0","1"
"John Millman","Yuichi Sugita","1","0"
"John Millman","Jordan Thompson","0","1"
"John Millman","Peter Gojowczyk","2","0"
"John Millman","Jenson Brooksby","1","1"
"John Millman","Denis Kudla","1","0"
"John Millman","Jack Sock","1","0"
"John Millman","Tennys Sandgren","1","0"
"John Millman","Marco Cecchinato","1","2"
"John Millman","Henri Laaksonen","0","1"
"John Millman","Elias Ymer","1","0"
"John Millman","Sam Querrey","0","1"
"John Millman","Lloyd Harris","1","0"
"John Millman","Felix Auger Aliassime","1","1"
"John Millman","Marton Fucsovics","1","0"
"John Millman","Pablo Andujar","1","0"
"John Millman","Grigor Dimitrov","0","2"
"John Millman","Jannik Sinner","0","1"
"John Millman","Gael Monfils","0","1"
"John Millman","Philipp Kohlschreiber","0","1"
"John Millman","Vasek Pospisil","0","2"
"John Millman","Lucas Pouille","2","0"
"John Millman","Dusan Lajovic","1","1"
"John Millman","Tommy Paul","1","0"
"John Millman","Lorenzo Musetti","1","0"
"John Millman","Alexei Popyrin","3","0"
"John Millman","Taylor Fritz","0","2"
"John Millman","Reilly Opelka","3","0"
"John Millman","Aljaz Bedene","1","0"
"John Millman","David Goffin","0","1"
"John Millman","Roberto Bautista Agut","0","6"
"John Millman","Damir Dzumhur","1","2"
"John Millman","Bjorn Fratangelo","1","0"
"John Millman","Joao Sousa","1","0"
"John Millman","Milos Raonic","0","1"
"John Millman","Andrey Rublev","0","1"
"John Millman","John Isner","0","3"
"John Millman","Albert Ramos","1","0"
"John Millman","Yoshihito Nishioka","1","1"
"John Millman","Taro Daniel","1","2"
"John Millman","Borna Coric","1","0"
"John Millman","Rafael Nadal","0","2"
"John Millman","Thiago Seyboth Wild","1","0"
"John Millman","Stefano Travaglia","1","0"
"John Millman","Hugo Dellien","1","0"
"John Millman","Dominic Thiem","0","3"
"John Millman","Steve Johnson","1","4"
"John Millman","Jaume Munar","1","0"
"John Millman","Corentin Moutet","0","1"
"John Millman","Gilles Simon","1","1"
"John Millman","Illya Marchenko","2","0"
"John Millman","Radu Albot","1","0"
"John Millman","Richard Gasquet","1","0"
"John Millman","Malek Jaziri","2","0"
"John Millman","Roger Federer","1","2"
"John Millman","Matthew Ebden","0","1"
"John Millman","Thiago Monteiro","1","0"
"John Millman","Nick Kyrgios","1","1"
"John Millman","Bernard Tomic","1","1"
"John Millman","Michael Mmoh","1","0"
"John Millman","Evgeny Donskoy","1","0"
"John Millman","Robin Haase","1","0"
"John Millman","Fernando Verdasco","2","1"
"John Millman","Prajnesh Gunneswaran","0","1"
"John Millman","Attila Balazs","0","1"
"John Millman","Paolo Lorenzi","0","1"
"John Millman","Ryan Harrison","0","1"
"John Millman","Mischa Zverev","0","1"
"John Millman","Guillermo Garcia Lopez","0","1"
"John Millman","Leonardo Mayer","1","0"
"John Millman","David Ferrer","0","1"
"John Millman","Guido Andreozzi","1","0"
"John Millman","Marcos Baghdatis","0","1"
"John Millman","Marcel Granollers","1","0"
"John Millman","Yannick Maden","1","0"
"John Millman","Juan Martin del Potro","0","1"
"John Millman","Jared Donaldson","0","1"
"John Millman","Dustin Brown","0","1"
"John Millman","Gilles Muller","2","1"
"John Millman","Julien Benneteau","1","0"
"John Millman","Thomaz Bellucci","1","0"
"John Millman","Peter Polansky","1","0"
"John Millman","Paul Henri Mathieu","0","1"
"John Millman","Tommy Robredo","0","1"
"Benjamin Becker","John Millman","1","0"
"Mikhail Kukushkin","Miomir Kecmanovic","2","1"
"Mikhail Kukushkin","James Duckworth","0","1"
"Mikhail Kukushkin","Marin Cilic","0","1"
"Mikhail Kukushkin","Jeremy Chardy","1","2"
"Mikhail Kukushkin","Nikoloz Basilashvili","0","1"
"Mikhail Kukushkin","Alejandro Davidovich Fokina","0","1"
"Mikhail Kukushkin","Fabio Fognini","1","2"
"Mikhail Kukushkin","Ugo Humbert","1","0"
"Mikhail Kukushkin","Lorenzo Sonego","1","0"
"Mikhail Kukushkin","Karen Khachanov","0","1"
"Mikhail Kukushkin","Aslan Karatsev","0","1"
"Mikhail Kukushkin","Ilya Ivashka","0","1"
"Mikhail Kukushkin","Diego Schwartzman","1","2"
"Mikhail Kukushkin","Pablo Carreno Busta","0","1"
"Mikhail Kukushkin","Kei Nishikori","0","6"
"Mikhail Kukushkin","Stefanos Tsitsipas","0","3"
"Mikhail Kukushkin","Daniil Medvedev","0","2"
"Mikhail Kukushkin","Novak Djokovic","0","1"
"Mikhail Kukushkin","Guido Pella","1","0"
"Mikhail Kukushkin","Federico Coria","2","0"
"Mikhail Kukushkin","Filip Krajinovic","0","1"
"Mikhail Kukushkin","Denis Shapovalov","1","0"
"Mikhail Kukushkin","Viktor Troicki","1","0"
"Mikhail Kukushkin","Alexander Bublik","0","2"
"Mikhail Kukushkin","Cameron Norrie","1","0"
"Mikhail Kukushkin","Alex De Minaur","1","0"
"Mikhail Kukushkin","Adrian Mannarino","0","4"
"Mikhail Kukushkin","Andy Murray","0","1"
"Mikhail Kukushkin","Matteo Berrettini","0","1"
"Mikhail Kukushkin","Arthur Rinderknech","0","1"
"Mikhail Kukushkin","Laslo Djere","2","1"
"Mikhail Kukushkin","Federico Delbonis","1","0"
"Mikhail Kukushkin","Benoit Paire","1","0"
"Mikhail Kukushkin","Cristian Garin","1","0"
"Mikhail Kukushkin","Jordan Thompson","1","1"
"Mikhail Kukushkin","Peter Gojowczyk","0","1"
"Mikhail Kukushkin","Denis Kudla","2","0"
"Mikhail Kukushkin","Kevin Anderson","0","3"
"Mikhail Kukushkin","Tennys Sandgren","2","0"
"Mikhail Kukushkin","Pedro Martinez","0","1"
"Mikhail Kukushkin","Emil Ruusuvuori","0","1"
"Mikhail Kukushkin","Roberto Carballes Baena","1","0"
"Mikhail Kukushkin","Elias Ymer","0","1"
"Mikhail Kukushkin","Gianluca Mager","0","1"
"Mikhail Kukushkin","Sam Querrey","0","1"
"Mikhail Kukushkin","Marton Fucsovics","1","0"
"Mikhail Kukushkin","Pablo Andujar","1","1"
"Mikhail Kukushkin","Grigor Dimitrov","1","0"
"Mikhail Kukushkin","Jannik Sinner","1","0"
"Mikhail Kukushkin","Gael Monfils","0","1"
"Mikhail Kukushkin","Philipp Kohlschreiber","0","1"
"Mikhail Kukushkin","Vasek Pospisil","1","0"
"Mikhail Kukushkin","Lucas Pouille","0","3"
"Mikhail Kukushkin","Alexei Popyrin","0","1"
"Mikhail Kukushkin","Taylor Fritz","0","2"
"Mikhail Kukushkin","Gregoire Barrere","1","0"
"Mikhail Kukushkin","David Goffin","0","1"
"Mikhail Kukushkin","Roberto Bautista Agut","1","4"
"Mikhail Kukushkin","Damir Dzumhur","2","3"
"Mikhail Kukushkin","Joao Sousa","1","2"
"Mikhail Kukushkin","Pierre Hugues Herbert","1","1"
"Mikhail Kukushkin","Andrey Rublev","2","2"
"Mikhail Kukushkin","John Isner","1","2"
"Mikhail Kukushkin","Albert Ramos","1","1"
"Mikhail Kukushkin","Taro Daniel","1","0"
"Mikhail Kukushkin","Borna Coric","3","0"
"Mikhail Kukushkin","Rafael Nadal","0","1"
"Mikhail Kukushkin","Dominic Thiem","0","1"
"Mikhail Kukushkin","Steve Johnson","1","0"
"Mikhail Kukushkin","Corentin Moutet","1","0"
"Mikhail Kukushkin","Botic Van De Zandschulp","1","0"
"Mikhail Kukushkin","Gilles Simon","0","2"
"Mikhail Kukushkin","Radu Albot","1","0"
"Mikhail Kukushkin","Richard Gasquet","0","1"
"Mikhail Kukushkin","Malek Jaziri","1","0"
"Mikhail Kukushkin","Nick Kyrgios","0","1"
"Mikhail Kukushkin","Stan Wawrinka","0","1"
"Mikhail Kukushkin","Evgeny Donskoy","4","1"
"Mikhail Kukushkin","Pedro Sousa","1","0"
"Mikhail Kukushkin","Robin Haase","1","1"
"Mikhail Kukushkin","Marius Copil","0","1"
"Darian King","Mikhail Kukushkin","0","1"
"Mikhail Kukushkin","Kyle Edmund","1","1"
"Mikhail Kukushkin","Juan Ignacio Londero","1","0"
"Mikhail Kukushkin","Attila Balazs","1","0"
"Mikhail Kukushkin","Paolo Lorenzi","0","1"
"Mikhail Kukushkin","Noah Rubin","1","0"
"Mikhail Kukushkin","Andrey Kuznetsov","0","1"
"Mikhail Kukushkin","Maximilian Marterer","0","1"
"Mikhail Kukushkin","Mischa Zverev","0","3"
"Mikhail Kukushkin","Lukas Rosol","1","0"
"Mikhail Kukushkin","Tomas Berdych","0","1"
"Mikhail Kukushkin","David Ferrer","2","1"
"Mikhail Kukushkin","Guido Andreozzi","0","1"
"Mikhail Kukushkin","Martin Klizan","1","1"
"Mikhail Kukushkin","Hyeon Chung","1","0"
"Mikhail Kukushkin","Marcel Granollers","0","1"
"Mikhail Kukushkin","Brayden Schnur","1","0"
"Mikhail Kukushkin","Denis Istomin","3","0"
"Mikhail Kukushkin","Jared Donaldson","0","1"
"Mikhail Kukushkin","Di Wu","1","0"
"Mikhail Kukushkin","Victor Estrella","0","1"
"Mikhail Kukushkin","Thomaz Bellucci","1","2"
"Mikhail Kukushkin","Mikhail Youzhny","1","0"
"Mikhail Kukushkin","Donald Young","0","1"
"Mikhail Kukushkin","Benjamin Becker","1","0"
"Dominik Koepfer","Nikoloz Basilashvili","1","0"
"Dominik Koepfer","Lorenzo Sonego","0","1"
"Dominik Koepfer","Diego Schwartzman","0","1"
"Dominik Koepfer","Hubert Hurkacz","0","1"
"Dominik Koepfer","Pablo Carreno Busta","0","3"
"Dominik Koepfer","Alexander Zverev","0","2"
"Dominik Koepfer","Stefanos Tsitsipas","0","1"
"Dominik Koepfer","Daniil Medvedev","0","2"
"Dominik Koepfer","Novak Djokovic","0","1"
"Dominik Koepfer","Guido Pella","0","1"
"Dominik Koepfer","Federico Coria","0","1"
"Dominik Koepfer","Casper Ruud","0","1"
"Dominik Koepfer","Filip Krajinovic","2","0"
"Dominik Koepfer","Feliciano Lopez","1","0"
"Dominik Koepfer","Cameron Norrie","1","1"
"Dominik Koepfer","Alex De Minaur","1","0"
"Dominik Koepfer","Andy Murray","1","0"
"Dominik Koepfer","Hugo Gaston","0","1"
"Dominik Koepfer","Benoit Paire","1","0"
"Dominik Koepfer","Cristian Garin","0","1"
"Dominik Koepfer","Tennys Sandgren","1","0"
"Dominik Koepfer","Pedro Martinez","0","1"
"Dominik Koepfer","Marco Cecchinato","1","1"
"Dominik Koepfer","Emil Ruusuvuori","0","1"
"Dominik Koepfer","Felix Auger Aliassime","1","0"
"Dominik Koepfer","Gael Monfils","1","0"
"Dominik Koepfer","Philipp Kohlschreiber","1","0"
"Dominik Koepfer","Lorenzo Musetti","1","0"
"Dominik Koepfer","Taylor Fritz","1","2"
"Dominik Koepfer","Reilly Opelka","3","0"
"Dominik Koepfer","Roberto Bautista Agut","0","2"
"Dominik Koepfer","Milos Raonic","1","0"
"Dominik Koepfer","Andrey Rublev","0","1"
"Dominik Koepfer","Albert Ramos","0","1"
"Dominik Koepfer","Yoshihito Nishioka","1","0"
"Dominik Koepfer","Taro Daniel","0","1"
"Dominik Koepfer","Hugo Dellien","1","0"
"Dominik Koepfer","Dominic Thiem","0","1"
"Dominik Koepfer","Jaume Munar","1","0"
"Dominik Koepfer","Corentin Moutet","0","1"
"Dominik Koepfer","Roger Federer","0","1"
"Dominik Koepfer","Soon Woo Kwon","1","0"
"Dominik Koepfer","Facundo Bagnis","1","0"
"Dominik Koepfer","Stan Wawrinka","0","1"
"Dominik Koepfer","Kyle Edmund","0","1"
"Dominik Koepfer","Maximilian Marterer","1","0"
"Dominik Koepfer","Brayden Schnur","1","0"
"Dominik Koepfer","Horacio Zeballos","0","1"
"Dominik Koepfer","Quentin Halys","1","0"
"Miomir Kecmanovic","Egor Gerasimov","0","1"
"Miomir Kecmanovic","Jeremy Chardy","0","1"
"Miomir Kecmanovic","Liam Broady","1","0"
"Miomir Kecmanovic","Alejandro Davidovich Fokina","1","0"
"Miomir Kecmanovic","Fabio Fognini","0","1"
"Miomir Kecmanovic","Ugo Humbert","3","3"
"Miomir Kecmanovic","Lorenzo Sonego","0","1"
"Miomir Kecmanovic","Karen Khachanov","0","1"
"Miomir Kecmanovic","Aslan Karatsev","0","1"
"Miomir Kecmanovic","Diego Schwartzman","0","2"
